entity,year,births_attended_by_skilled_health_staff
Uruguay,2004,99.5
Uruguay,2005,99.90000153
Uruguay,2006,99.90000153
Uruguay,2007,98.59999847
Uruguay,2008,99.59999847
Uruguay,2009,99.69999695
Uruguay,2010,99.80000305
Uruguay,2011,99.5
Uruguay,2012,99.90000153
Uruguay,2013,98.19999695
Uruguay,2014,99.90000153
Uruguay,2015,99.90000153
Uruguay,2016,100
Uruguay,2017,100
Uzbekistan,1996,97.5
Uzbekistan,1997,100
Uzbekistan,1998,100
Uzbekistan,1999,100
Uzbekistan,2000,94.90000153
Uzbekistan,2001,100
Uzbekistan,2002,100
Uzbekistan,2003,100
Uzbekistan,2004,100
Uzbekistan,2005,100
Uzbekistan,2006,99.59999847
Uzbekistan,2007,100
Uzbekistan,2008,100
Uzbekistan,2009,100
Uzbekistan,2010,100
Uzbekistan,2011,100
Uzbekistan,2012,100
Uzbekistan,2013,100
Uzbekistan,2014,100
Uzbekistan,2015,100
Uzbekistan,2016,100
Uzbekistan,2017,100
Uzbekistan,2018,100
Vanuatu,1990,79
Vanuatu,1994,87
Vanuatu,1995,89.09999847
Vanuatu,1999,88
Vanuatu,2000,88
Vanuatu,2003,84
Vanuatu,2005,92
Vanuatu,2006,92.90000153
Vanuatu,2007,74
Vanuatu,2013,89.40000153
Venezuela,1997,95.30000305
Venezuela,2000,94
Venezuela,2003,95
Venezuela,2011,98.09999847
Venezuela,2012,96
Venezuela,2013,99.19999695
Venezuela,2014,99.5
Venezuela,2015,99.30000305
Venezuela,2016,99.30000305
Venezuela,2017,99.09999847
Vietnam,1997,77.09999847
Vietnam,2000,58.79999924
Vietnam,2002,85
Vietnam,2006,83.80000305
Vietnam,2011,91.90000153
Vietnam,2014,93.80000305
World,2000,62.68813705
World,2010,70.09255981
World,2018,80.88609314
Yemen,1992,15.89999962
Yemen,1997,21.60000038
Yemen,2003,26.79999924
Yemen,2006,35.70000076
Yemen,2012,34.40000153
Yemen,2013,44.70000076
Zambia,1992,50.5
Zambia,1996,46.5
Zambia,1997,46.5
Zambia,1999,45.29999924
Zambia,2002,42.09999847
Zambia,2007,45.20000076
Zambia,2014,63.29999924
Zambia,2018,80.40000153
Zimbabwe,1988,69.59999847
Zimbabwe,1994,69.19999695
Zimbabwe,1999,72.5
Zimbabwe,2006,68.5
Zimbabwe,2009,60.20000076
Zimbabwe,2011,66.19999695
Zimbabwe,2014,80
Zimbabwe,2015,78.09999847
Zimbabwe,2019,86
